Hundee |Root|,Jirma |Stem|,Ani |I|,Nuti |We|,Ati |You|,Isin |You|,Inni |He|,Isheen |She|,Isaan |They|
jallisuun,jallis_,Ani jallise,Nuti jallisne,Ati jalliste,Isin jallistan,Inni jallise,Isheen jalliste,Isaan jallisan
jechuu,jedh_,Ani jedhe,Nuti jedhne,Ati jedhte,Isin jedhtan,Inni jedhe,Isheen jedhte,Isaan jedhan
jechuun,jedh_,Ani jedhe,Nuti jedhne,Ati jedhte,Isin jedhtan,Inni jedhe,Isheen jedhte,Isaan jedhan
jedhaman,jedham_,Ani jedhame,Nuti jedhamne,Ati jedhamte,Isin jedhamtan,Inni jedhame,Isheen jedhamte,Isaan jedhaman
jedhame,jedham_,Ani jedhame,Nuti jedhamne,Ati jedhamte,Isin jedhamtan,Inni jedhame,Isheen jedhamte,Isaan jedhaman
jedhamne,jedham_,Ani jedhame,Nuti jedhamne,Ati jedhamte,Isin jedhamtan,Inni jedhame,Isheen jedhamte,Isaan jedhaman
jedhamu,jedham_,Ani jedhame,Nuti jedhamne,Ati jedhamte,Isin jedhamtan,Inni jedhame,Isheen jedhamte,Isaan jedhaman
jedhamuun,jedham_,Ani jedhame,Nuti jedhamne,Ati jedhamte,Isin jedhamtan,Inni jedhame,Isheen jedhamte,Isaan jedhaman
jedhan,jedh_,Ani jedhe,Nuti jedhne,Ati jedhte,Isin jedhtan,Inni jedhe,Isheen jedhte,Isaan jedhan
jedhe,jedh_,Ani jedhe,Nuti jedhne,Ati jedhte,Isin jedhtan,Inni jedhe,Isheen jedhte,Isaan jedhan
jedhu,jedh_,Ani jedhe,Nuti jedhne,Ati jedhte,Isin jedhtan,Inni jedhe,Isheen jedhte,Isaan jedhan
jedhutu,jedh_,Ani jedhe,Nuti jedhne,Ati jedhte,Isin jedhtan,Inni jedhe,Isheen jedhte,Isaan jedhan
jedhuu,jedh_,Ani jedhe,Nuti jedhne,Ati jedhte,Isin jedhtan,Inni jedhe,Isheen jedhte,Isaan jedhan
jedhuun,jedh_,Ani jedhe,Nuti jedhne,Ati jedhte,Isin jedhtan,Inni jedhe,Isheen jedhte,Isaan jedhan
jeeqame,jeeqam_,Ani jeeqame,Nuti jeeqamne,Ati jeeqamte,Isin jeeqamtan,Inni jeeqame,Isheen jeeqamte,Isaan jeeqaman
jeeqne,jeeq_,Ani jeeqe,Nuti jeeqne,Ati jeeqte,Isin jeeqtan,Inni jeeqe,Isheen jeeqte,Isaan jeeqan
jenne,jen_,Ani jene,Nuti jenne,Ati jente,Isin jentan,Inni jene,Isheen jente,Isaan jenan
jennu,jen_,Ani jene,Nuti jenne,Ati jente,Isin jentan,Inni jene,Isheen jente,Isaan jenan
jette,jet_,Ani jete,Nuti jetne,Ati jette,Isin jettan,Inni jete,Isheen jette,Isaan jetan
jettu,jet_,Ani jete,Nuti jetne,Ati jette,Isin jettan,Inni jete,Isheen jette,Isaan jetan
jibbuu,jibb_,Ani jibbe,Nuti jibbne,Ati jibbte,Isin jibbtan,Inni jibbe,Isheen jibbte,Isaan jibban
jiddu,jid_,Ani jide,Nuti jidne,Ati jidte,Isin jidtan,Inni jide,Isheen jidte,Isaan jidan
jidduuttu,jidduut_,Ani jidduute,Nuti jidduutne,Ati jidduutte,Isin jidduuttan,Inni jidduute,Isheen jidduutte,Isaan jidduutan
jijijjiiruun,jijijjiir_,Ani jijijjiire,Nuti jijijjiirne,Ati jijijjiirte,Isin jijijjiirtan,Inni jijijjiire,Isheen jijijjiirte,Isaan jijijjiiran
jijjiiramu,jijjiiram_,Ani jijjiirame,Nuti jijjiiramne,Ati jijjiiramte,Isin jijjiiramtan,Inni jijjiirame,Isheen jijjiiramte,Isaan jijjiiraman
jijjiiramuu,jijjiiram_,Ani jijjiirame,Nuti jijjiiramne,Ati jijjiiramte,Isin jijjiiramtan,Inni jijjiirame,Isheen jijjiiramte,Isaan jijjiiraman
jijjiiramuun,jijjiiram_,Ani jijjiirame,Nuti jijjiiramne,Ati jijjiiramte,Isin jijjiiramtan,Inni jijjiirame,Isheen jijjiiramte,Isaan jijjiiraman
jijjiirre,jijjiir_,Ani jijjiire,Nuti jijjiirne,Ati jijjiirte,Isin jijjiirtan,Inni jijjiire,Isheen jijjiirte,Isaan jijjiiran
jijjiiruu,jijjiir_,Ani jijjiire,Nuti jijjiirne,Ati jijjiirte,Isin jijjiirtan,Inni jijjiire,Isheen jijjiirte,Isaan jijjiiran
jijjiiruun,jijjiir_,Ani jijjiire,Nuti jijjiirne,Ati jijjiirte,Isin jijjiirtan,Inni jijjiire,Isheen jijjiirte,Isaan jijjiiran
jijjiquun,jijjiq_,Ani jijjiqe,Nuti jijjiqne,Ati jijjiqte,Isin jijjiqtan,Inni jijjiqe,Isheen jijjiqte,Isaan jijjiqan
jijjiramaatu,jijjiramaat_,Ani jijjiramaate,Nuti jijjiramaatne,Ati jijjiramaatte,Isin jijjiramaattan,Inni jijjiramaate,Isheen jijjiramaatte,Isaan jijjiramaatan
jijjiraman,jijjiram_,Ani jijjirame,Nuti jijjiramne,Ati jijjiramte,Isin jijjiramtan,Inni jijjirame,Isheen jijjiramte,Isaan jijjiraman
jijjirame,jijjiram_,Ani jijjirame,Nuti jijjiramne,Ati jijjiramte,Isin jijjiramtan,Inni jijjirame,Isheen jijjiramte,Isaan jijjiraman
jijjiramtu,jijjiram_,Ani jijjirame,Nuti jijjiramne,Ati jijjiramte,Isin jijjiramtan,Inni jijjirame,Isheen jijjiramte,Isaan jijjiraman
jijjiramuu,jijjiram_,Ani jijjirame,Nuti jijjiramne,Ati jijjiramte,Isin jijjiramtan,Inni jijjirame,Isheen jijjiramte,Isaan jijjiraman
jijjiramuun,jijjiram_,Ani jijjirame,Nuti jijjiramne,Ati jijjiramte,Isin jijjiramtan,Inni jijjirame,Isheen jijjiramte,Isaan jijjiraman
jijjiruu,jijjir_,Ani jijjire,Nuti jijjirne,Ati jijjirte,Isin jijjirtan,Inni jijjire,Isheen jijjirte,Isaan jijjiran
jijjiruun,jijjir_,Ani jijjire,Nuti jijjirne,Ati jijjirte,Isin jijjirtan,Inni jijjire,Isheen jijjirte,Isaan jijjiran
jilbeeffachiisuun,jilbeeffachiis_,Ani jilbeeffachiise,Nuti jilbeeffachiisne,Ati jilbeeffachiiste,Isin jilbeeffachiistan,Inni jilbeeffachiise,Isheen jilbeeffachiiste,Isaan jilbeeffachiisan
jiraachutuu,jiraachu_,Ani jiraachue,Nuti jiraachune,Ati jiraachute,Isin jiraachutan,Inni jiraachue,Isheen jiraachute,Isaan jiraachuan
jiraachuu,jiraat_,Ani jiraate,Nuti jiraatne,Ati jiraatte,Isin jiraattan,Inni jiraate,Isheen jiraatte,Isaan jiraatan
jiraachuun,jiraat_,Ani jiraate,Nuti jiraatne,Ati jiraatte,Isin jiraattan,Inni jiraate,Isheen jiraatte,Isaan jiraatan
jiraanne,jiraat_,Ani jiraate,Nuti jiraatne,Ati jiraatte,Isin jiraattan,Inni jiraate,Isheen jiraatte,Isaan jiraatan
jiraannu,jiraat_,Ani jiraate,Nuti jiraatne,Ati jiraatte,Isin jiraattan,Inni jiraate,Isheen jiraatte,Isaan jiraatan
jiraatan,jiraat_,Ani jiraate,Nuti jiraatne,Ati jiraatte,Isin jiraattan,Inni jiraate,Isheen jiraatte,Isaan jiraatan
jiraate,jiraat_,Ani jiraate,Nuti jiraatne,Ati jiraatte,Isin jiraattan,Inni jiraate,Isheen jiraatte,Isaan jiraatan
jiraatu,jiraat_,Ani jiraate,Nuti jiraatne,Ati jiraatte,Isin jiraattan,Inni jiraate,Isheen jiraatte,Isaan jiraatan
jiraatuu,jiraa_,Ani jiraae,Nuti jiraane,Ati jiraate,Isin jiraatan,Inni jiraae,Isheen jiraate,Isaan jiraaan
jirantu,jiran_,Ani jirane,Nuti jiranne,Ati jirante,Isin jirantan,Inni jirane,Isheen jirante,Isaan jiranan
kaafaman,kaafam_,Ani kaafame,Nuti kaafamne,Ati kaafamte,Isin kaafamtan,Inni kaafame,Isheen kaafamte,Isaan kaafaman
kaafame,kaafam_,Ani kaafame,Nuti kaafamne,Ati kaafamte,Isin kaafamtan,Inni kaafame,Isheen kaafamte,Isaan kaafaman
kaafamuu,kaafam_,Ani kaafame,Nuti kaafamne,Ati kaafamte,Isin kaafamtan,Inni kaafame,Isheen kaafamte,Isaan kaafaman
kaafne,kaaf_,Ani kaafe,Nuti kaafne,Ati kaafte,Isin kaaftan,Inni kaafe,Isheen kaafte,Isaan kaafan
kaanu,kaan_,Ani kaane,Nuti kaanne,Ati kaante,Isin kaantan,Inni kaane,Isheen kaante,Isaan kaanan
kaasuu,kaas_,Ani kaase,Nuti kaasne,Ati kaaste,Isin kaastan,Inni kaase,Isheen kaaste,Isaan kaasan
kaasuun,kaas_,Ani kaase,Nuti kaasne,Ati kaaste,Isin kaastan,Inni kaase,Isheen kaaste,Isaan kaasan
kaayaman,kaayam_,Ani kaayame,Nuti kaayamne,Ati kaayamte,Isin kaayamtan,Inni kaayame,Isheen kaayamte,Isaan kaayaman
kaayamuu,kaayam_,Ani kaayame,Nuti kaayamne,Ati kaayamte,Isin kaayamtan,Inni kaayame,Isheen kaayamte,Isaan kaayaman
kaayamuun,kaayam_,Ani kaayame,Nuti kaayamne,Ati kaayamte,Isin kaayamtan,Inni kaayame,Isheen kaayamte,Isaan kaayaman
kaaye,kaay_,Ani kaaye,Nuti kaayne,Ati kaayte,Isin kaaytan,Inni kaaye,Isheen kaayte,Isaan kaayan
kaayuun,kaay_,Ani kaaye,Nuti kaayne,Ati kaayte,Isin kaaytan,Inni kaaye,Isheen kaayte,Isaan kaayan
kaayyeffatte,kaayyeffat_,Ani kaayyeffate,Nuti kaayyeffatne,Ati kaayyeffatte,Isin kaayyeffattan,Inni kaayyeffate,Isheen kaayyeffatte,Isaan kaayyeffatan
kaa'e,kaa'_,Ani kaa'e,Nuti kaa'ne,Ati kaa'te,Isin kaa'tan,Inni kaa'e,Isheen kaa'te,Isaan kaa'an
kaa'uun,kaa'_,Ani kaa'e,Nuti kaa'ne,Ati kaa'te,Isin kaa'tan,Inni kaa'e,Isheen kaa'te,Isaan kaa'an
kabachiisu,kabachiis_,Ani kabachiise,Nuti kabachiisne,Ati kabachiiste,Isin kabachiistan,Inni kabachiise,Isheen kabachiiste,Isaan kabachiisan
kabachiisuu,kabachiis_,Ani kabachiise,Nuti kabachiisne,Ati kabachiiste,Isin kabachiistan,Inni kabachiise,Isheen kabachiiste,Isaan kabachiisan
kabachiisuun,kabachiis_,Ani kabachiise,Nuti kabachiisne,Ati kabachiiste,Isin kabachiistan,Inni kabachiise,Isheen kabachiiste,Isaan kabachiisan
kabajchiifachuu,kabajchiifat_,Ani kabajchiifate,Nuti kabajchiifatne,Ati kabajchiifatte,Isin kabajchiifattan,Inni kabajchiifate,Isheen kabajchiifatte,Isaan kabajchiifatan
kabaju,kabaj_,Ani kabaje,Nuti kabajne,Ati kabajte,Isin kabajtan,Inni kabaje,Isheen kabajte,Isaan kabajan
kae,ka_,Ani kae,Nuti kane,Ati kate,Isin katan,Inni kae,Isheen kate,Isaan kaan
kafalamu,kafalam_,Ani kafalame,Nuti kafalamne,Ati kafalamte,Isin kafalamtan,Inni kafalame,Isheen kafalamte,Isaan kafalaman
kafale,kafal_,Ani kafale,Nuti kafalne,Ati kafalte,Isin kafaltan,Inni kafale,Isheen kafalte,Isaan kafalan
kafaluu,kafal_,Ani kafale,Nuti kafalne,Ati kafalte,Isin kafaltan,Inni kafale,Isheen kafalte,Isaan kafalan
kahan,kah_,Ani kahe,Nuti kahne,Ati kahte,Isin kahtan,Inni kahe,Isheen kahte,Isaan kahan
kaka'uun,kaka'_,Ani kaka'e,Nuti kaka'ne,Ati kaka'te,Isin kaka'tan,Inni kaka'e,Isheen kaka'te,Isaan kaka'an
kalaqame,kalaqam_,Ani kalaqame,Nuti kalaqamne,Ati kalaqamte,Isin kalaqamtan,Inni kalaqame,Isheen kalaqamte,Isaan kalaqaman
kaluu,kal_,Ani kale,Nuti kalne,Ati kalte,Isin kaltan,Inni kale,Isheen kalte,Isaan kalan
kamiitu,kamiit_,Ani kamiite,Nuti kamiitne,Ati kamiitte,Isin kamiittan,Inni kamiite,Isheen kamiitte,Isaan kamiitan
kamtu,kam_,Ani kame,Nuti kamne,Ati kamte,Isin kamtan,Inni kame,Isheen kamte,Isaan kaman
kamuu,kam_,Ani kame,Nuti kamne,Ati kamte,Isin kamtan,Inni kame,Isheen kamte,Isaan kaman
kanaatu,kanaat_,Ani kanaate,Nuti kanaatne,Ati kanaatte,Isin kanaattan,Inni kanaate,Isheen kanaatte,Isaan kanaatan
kanattuu,kanat_,Ani kanate,Nuti kanatne,Ati kanatte,Isin kanattan,Inni kanate,Isheen kanatte,Isaan kanatan
kanatu,kanat_,Ani kanate,Nuti kanatne,Ati kanatte,Isin kanattan,Inni kanate,Isheen kanatte,Isaan kanatan
kanumatu,kanumat_,Ani kanumate,Nuti kanumatne,Ati kanumatte,Isin kanumattan,Inni kanumate,Isheen kanumatte,Isaan kanumatan
karoorfamu,karoorfam_,Ani karoorfame,Nuti karoorfamne,Ati karoorfamte,Isin karoorfamtan,Inni karoorfame,Isheen karoorfamte,Isaan karoorfaman
karoorsinu,karoorsin_,Ani karoorsine,Nuti karoorsinne,Ati karoorsinte,Isin karoorsintan,Inni karoorsine,Isheen karoorsinte,Isaan karoorsinan
katabatu,katabat_,Ani katabate,Nuti katabatne,Ati katabatte,Isin katabattan,Inni katabate,Isheen katabatte,Isaan katabatan
katabe,katab_,Ani katabe,Nuti katabne,Ati katabte,Isin katabtan,Inni katabe,Isheen katabte,Isaan kataban
kauun,ka_,Ani kae,Nuti kane,Ati kate,Isin katan,Inni kae,Isheen kate,Isaan kaan
ka'an,ka'_,Ani ka'e,Nuti ka'ne,Ati ka'te,Isin ka'tan,Inni ka'e,Isheen ka'te,Isaan ka'an
ka'e,ka'_,Ani ka'e,Nuti ka'ne,Ati ka'te,Isin ka'tan,Inni ka'e,Isheen ka'te,Isaan ka'an
ka'u,ka'_,Ani ka'e,Nuti ka'ne,Ati ka'te,Isin ka'tan,Inni ka'e,Isheen ka'te,Isaan ka'an
ka'uu,ka'_,Ani ka'e,Nuti ka'ne,Ati ka'te,Isin ka'tan,Inni ka'e,Isheen ka'te,Isaan ka'an
ka'uun,ka'_,Ani ka'e,Nuti ka'ne,Ati ka'te,Isin ka'tan,Inni ka'e,Isheen ka'te,Isaan ka'an
keenyu,ka'_,Ani ka'e,Nuti ka'ne,Ati ka'te,Isin ka'tan,Inni ka'e,Isheen ka'te,Isaan ka'an
kennamtu,kennam_,Ani kenname,Nuti kennamne,Ati kennamte,Isin kennamtan,Inni kenname,Isheen kennamte,Isaan kennaman
kennamu,kennam_,Ani kenname,Nuti kennamne,Ati kennamte,Isin kennamtan,Inni kenname,Isheen kennamte,Isaan kennaman
kennamuu,kennam_,Ani kenname,Nuti kennamne,Ati kennamte,Isin kennamtan,Inni kenname,Isheen kennamte,Isaan kennaman
kennan,kenn_,Ani kenne,Nuti kennne,Ati kennte,Isin kenntan,Inni kenne,Isheen kennte,Isaan kennan
kennite,kennit_,Ani kennite,Nuti kennitne,Ati kennitte,Isin kennittan,Inni kennite,Isheen kennitte,Isaan kennitan
kennitu,kennit_,Ani kennite,Nuti kennitne,Ati kennitte,Isin kennittan,Inni kennite,Isheen kennitte,Isaan kennitan
kennu,ken_,Ani kene,Nuti kenne,Ati kente,Isin kentan,Inni kene,Isheen kente,Isaan kenan
kennuu,kenn_,Ani kenne,Nuti kennne,Ati kennte,Isin kenntan,Inni kenne,Isheen kennte,Isaan kennan
kennuun,kenn_,Ani kenne,Nuti kennne,Ati kennte,Isin kenntan,Inni kenne,Isheen kennte,Isaan kennan
khalaquun,khalaq_,Ani khalaqe,Nuti khalaqne,Ati khalaqte,Isin khalaqtan,Inni khalaqe,Isheen khalaqte,Isaan khalaqan
kufan,kuf_,Ani kufe,Nuti kufne,Ati kufte,Isin kuftan,Inni kufe,Isheen kufte,Isaan kufan
kufe,kuf_,Ani kufe,Nuti kufne,Ati kufte,Isin kuftan,Inni kufe,Isheen kufte,Isaan kufan
kuffifte,kuffif_,Ani kuffife,Nuti kuffifne,Ati kuffifte,Isin kuffiftan,Inni kuffife,Isheen kuffifte,Isaan kuffifan
kuffisu,kuffis_,Ani kuffise,Nuti kuffisne,Ati kuffiste,Isin kuffistan,Inni kuffise,Isheen kuffiste,Isaan kuffisan
kuffisuu,kuffis_,Ani kuffise,Nuti kuffisne,Ati kuffiste,Isin kuffistan,Inni kuffise,Isheen kuffiste,Isaan kuffisan
kufu,kuf_,Ani kufe,Nuti kufne,Ati kufte,Isin kuftan,Inni kufe,Isheen kufte,Isaan kufan
kuufattan,kuufatt_,Ani kuufatte,Nuti kuufattne,Ati kuufattte,Isin kuufatttan,Inni kuufatte,Isheen kuufattte,Isaan kuufattan
laachuu,laat_,Ani laate,Nuti laatne,Ati laatte,Isin laattan,Inni laate,Isheen laatte,Isaan laatan
laaffise,laaffis_,Ani laaffise,Nuti laaffisne,Ati laaffiste,Isin laaffistan,Inni laaffise,Isheen laaffiste,Isaan laaffisan
laalaman,laalam_,Ani laalame,Nuti laalamne,Ati laalamte,Isin laalamtan,Inni laalame,Isheen laalamte,Isaan laalaman
laalamu,laalam_,Ani laalame,Nuti laalamne,Ati laalamte,Isin laalamtan,Inni laalame,Isheen laalamte,Isaan laalaman
laalamuun,laalam_,Ani laalame,Nuti laalamne,Ati laalamte,Isin laalamtan,Inni laalame,Isheen laalamte,Isaan laalaman
laalan,laal_,Ani laale,Nuti laalne,Ati laalte,Isin laaltan,Inni laale,Isheen laalte,Isaan laalan
laallatu,laallat_,Ani laallate,Nuti laallatne,Ati laallatte,Isin laallattan,Inni laallate,Isheen laallatte,Isaan laallatan
laalle,laall_,Ani laalle,Nuti laallne,Ati laallte,Isin laalltan,Inni laalle,Isheen laallte,Isaan laallan
laallu,laall_,Ani laalle,Nuti laallne,Ati laallte,Isin laalltan,Inni laalle,Isheen laallte,Isaan laallan
laalu,laal_,Ani laale,Nuti laalne,Ati laalte,Isin laaltan,Inni laale,Isheen laalte,Isaan laalan
laaluun,laal_,Ani laale,Nuti laalne,Ati laalte,Isin laaltan,Inni laale,Isheen laalte,Isaan laalan
laamshessan,laamshess_,Ani laamshesse,Nuti laamshessne,Ati laamshesste,Isin laamshesstan,Inni laamshesse,Isheen laamshesste,Isaan laamshessan
laamshesse,laamshess_,Ani laamshesse,Nuti laamshessne,Ati laamshesste,Isin laamshesstan,Inni laamshesse,Isheen laamshesste,Isaan laamshessan
laamshessuun,laamshess_,Ani laamshesse,Nuti laamshessne,Ati laamshesste,Isin laamshesstan,Inni laamshesse,Isheen laamshesste,Isaan laamshessan
laatame,laatam_,Ani laatame,Nuti laatamne,Ati laatamte,Isin laatamtan,Inni laatame,Isheen laatamte,Isaan laataman
labsuun,labs_,Ani labse,Nuti labsne,Ati labste,Isin labstan,Inni labse,Isheen labste,Isaan labsan
lagachuun,lagat_,Ani lagate,Nuti lagatne,Ati lagatte,Isin lagattan,Inni lagate,Isheen lagatte,Isaan lagatan
lakkaayaman,lakkaayam_,Ani lakkaayame,Nuti lakkaayamne,Ati lakkaayamte,Isin lakkaayamtan,Inni lakkaayame,Isheen lakkaayamte,Isaan lakkaayaman
lakkisan,lakkis_,Ani lakkise,Nuti lakkisne,Ati lakkiste,Isin lakkistan,Inni lakkise,Isheen lakkiste,Isaan lakkisan
lakkisuu,lakkis_,Ani lakkise,Nuti lakkisne,Ati lakkiste,Isin lakkistan,Inni lakkise,Isheen lakkiste,Isaan lakkisan
lallabame,lallabam_,Ani lallabame,Nuti lallabamne,Ati lallabamte,Isin lallabamtan,Inni lallabame,Isheen lallabamte,Isaan lallabaman
lalle,lall_,Ani lalle,Nuti lallne,Ati lallte,Isin lalltan,Inni lalle,Isheen lallte,Isaan lallan
lamaaninuu,lamaanin_,Ani lamaanine,Nuti lamaaninne,Ati lamaaninte,Isin lamaanintan,Inni lamaanine,Isheen lamaaninte,Isaan lamaaninan
lamaanuu,lamaan_,Ani lamaane,Nuti lamaanne,Ati lamaante,Isin lamaantan,Inni lamaane,Isheen lamaante,Isaan lamaanan
lamadhabuu,lamadhab_,Ani lamadhabe,Nuti lamadhabne,Ati lamadhabte,Isin lamadhabtan,Inni lamadhabe,Isheen lamadhabte,Isaan lamadhaban
lamatu,lamat_,Ani lamate,Nuti lamatne,Ati lamatte,Isin lamattan,Inni lamate,Isheen lamatte,Isaan lamatan
lamu,lam_,Ani lame,Nuti lamne,Ati lamte,Isin lamtan,Inni lame,Isheen lamte,Isaan laman
leellisu,leellis_,Ani leellise,Nuti leellisne,Ati leelliste,Isin leellistan,Inni leellise,Isheen leelliste,Isaan leellisan
leellisuun,leellis_,Ani leellise,Nuti leellisne,Ati leelliste,Isin leellistan,Inni leellise,Isheen leelliste,Isaan leellisan
leenjifne,leenjif_,Ani leenjife,Nuti leenjifne,Ati leenjifte,Isin leenjiftan,Inni leenjife,Isheen leenjifte,Isaan leenjifan
lieceste,lieces_,Ani liecese,Nuti liecesne,Ati lieceste,Isin liecestan,Inni liecese,Isheen lieceste,Isaan liecesan
liqimsuu,liqims_,Ani liqimse,Nuti liqimsne,Ati liqimste,Isin liqimstan,Inni liqimse,Isheen liqimste,Isaan liqimsan
lixu,lix_,Ani lixe,Nuti lixne,Ati lixte,Isin lixtan,Inni lixe,Isheen lixte,Isaan lixan
lolan,lol_,Ani lole,Nuti lolne,Ati lolte,Isin loltan,Inni lole,Isheen lolte,Isaan lolan
lolatu,lolat_,Ani lolate,Nuti lolatne,Ati lolatte,Isin lolattan,Inni lolate,Isheen lolatte,Isaan lolatan
loltuu,lol_,Ani lole,Nuti lolne,Ati lolte,Isin loltan,Inni lole,Isheen lolte,Isaan lolan
lolu,lol_,Ani lole,Nuti lolne,Ati lolte,Isin loltan,Inni lole,Isheen lolte,Isaan lolan
maaltu,maal_,Ani maale,Nuti maalne,Ati maalte,Isin maaltan,Inni maale,Isheen maalte,Isaan maalan
madaalchisuu,madaalchis_,Ani madaalchise,Nuti madaalchisne,Ati madaalchiste,Isin madaalchistan,Inni madaalchise,Isheen madaalchiste,Isaan madaalchisan
madaqfachuu,madaqfat_,Ani madaqfate,Nuti madaqfatne,Ati madaqfatte,Isin madaqfattan,Inni madaqfate,Isheen madaqfatte,Isaan madaqfatan
madaqfachuun,madaqfat_,Ani madaqfate,Nuti madaqfatne,Ati madaqfatte,Isin madaqfattan,Inni madaqfate,Isheen madaqfatte,Isaan madaqfatan
madaqfatte,madaqfat_,Ani madaqfate,Nuti madaqfatne,Ati madaqfatte,Isin madaqfattan,Inni madaqfate,Isheen madaqfatte,Isaan madaqfatan
maddan,madd_,Ani madde,Nuti maddne,Ati maddte,Isin maddtan,Inni madde,Isheen maddte,Isaan maddan
madde,madd_,Ani madde,Nuti maddne,Ati maddte,Isin maddtan,Inni madde,Isheen maddte,Isaan maddan
maddisiise,maddisiis_,Ani maddisiise,Nuti maddisiisne,Ati maddisiiste,Isin maddisiistan,Inni maddisiise,Isheen maddisiiste,Isaan maddisiisan
maddisiisuun,maddisiis_,Ani maddisiise,Nuti maddisiisne,Ati maddisiiste,Isin maddisiistan,Inni maddisiise,Isheen maddisiiste,Isaan maddisiisan
maddite,maddit_,Ani maddite,Nuti madditne,Ati madditte,Isin maddittan,Inni maddite,Isheen madditte,Isaan madditan
maddu,mad_,Ani made,Nuti madne,Ati madte,Isin madtan,Inni made,Isheen madte,Isaan madan
madeessuun,madeess_,Ani madeesse,Nuti madeessne,Ati madeesste,Isin madeesstan,Inni madeesse,Isheen madeesste,Isaan madeessan
magaalome,magaalom_,Ani magaalome,Nuti magaalomne,Ati magaalomte,Isin magaalomtan,Inni magaalome,Isheen magaalomte,Isaan magaaloman
magaalomuu,magaalom_,Ani magaalome,Nuti magaalomne,Ati magaalomte,Isin magaalomtan,Inni magaalome,Isheen magaalomte,Isaan magaaloman
makaman,makam_,Ani makame,Nuti makamne,Ati makamte,Isin makamtan,Inni makame,Isheen makamte,Isaan makaman
makamuu,makam_,Ani makame,Nuti makamne,Ati makamte,Isin makamtan,Inni makame,Isheen makamte,Isaan makaman
makamuun,makam_,Ani makame,Nuti makamne,Ati makamte,Isin makamtan,Inni makame,Isheen makamte,Isaan makaman
maku,mak_,Ani make,Nuti makne,Ati makte,Isin maktan,Inni make,Isheen makte,Isaan makan
makuu,mak_,Ani make,Nuti makne,Ati makte,Isin maktan,Inni make,Isheen makte,Isaan makan
makuun,mak_,Ani make,Nuti makne,Ati makte,Isin maktan,Inni make,Isheen makte,Isaan makan
malan,mal_,Ani male,Nuti malne,Ati malte,Isin maltan,Inni male,Isheen malte,Isaan malan
mallu,mall_,Ani malle,Nuti mallne,Ati mallte,Isin malltan,Inni malle,Isheen mallte,Isaan mallan
malu,mal_,Ani male,Nuti malne,Ati malte,Isin maltan,Inni male,Isheen malte,Isaan malan
maluun,mal_,Ani male,Nuti malne,Ati malte,Isin maltan,Inni male,Isheen malte,Isaan malan
mancaasuun,mancaas_,Ani mancaase,Nuti mancaasne,Ati mancaaste,Isin mancaastan,Inni mancaase,Isheen mancaaste,Isaan mancaasan
manca'u,manca'_,Ani manca'e,Nuti manca'ne,Ati manca'te,Isin manca'tan,Inni manca'e,Isheen manca'te,Isaan manca'an
maqsan,maqs_,Ani maqse,Nuti maqsne,Ati maqste,Isin maqstan,Inni maqse,Isheen maqste,Isaan maqsan
maqsuun,maqs_,Ani maqse,Nuti maqsne,Ati maqste,Isin maqstan,Inni maqse,Isheen maqste,Isaan maqsan
martuu,mar_,Ani mare,Nuti marne,Ati marte,Isin martan,Inni mare,Isheen marte,Isaan maran
masakaman,masakam_,Ani masakame,Nuti masakamne,Ati masakamte,Isin masakamtan,Inni masakame,Isheen masakamte,Isaan masakaman
masakame,masakam_,Ani masakame,Nuti masakamne,Ati masakamte,Isin masakamtan,Inni masakame,Isheen masakamte,Isaan masakaman
masakamuun,masakam_,Ani masakame,Nuti masakamne,Ati masakamte,Isin masakamtan,Inni masakame,Isheen masakamte,Isaan masakaman
maxxanan,maxxan_,Ani maxxane,Nuti maxxanne,Ati maxxante,Isin maxxantan,Inni maxxane,Isheen maxxante,Isaan maxxanan
maxxansuun,maxxans_,Ani maxxanse,Nuti maxxansne,Ati maxxanste,Isin maxxanstan,Inni maxxanse,Isheen maxxanste,Isaan maxxansan
miidhaman,miidham_,Ani miidhame,Nuti miidhamne,Ati miidhamte,Isin miidhamtan,Inni miidhame,Isheen miidhamte,Isaan miidhaman
miidhamne,miidham_,Ani miidhame,Nuti miidhamne,Ati miidhamte,Isin miidhamtan,Inni miidhame,Isheen miidhamte,Isaan miidhaman
miidhamu,miidham_,Ani miidhame,Nuti miidhamne,Ati miidhamte,Isin miidhamtan,Inni miidhame,Isheen miidhamte,Isaan miidhaman
miidhan,miidt_,Ani miidte,Nuti miidtne,Ati miidtte,Isin miidttan,Inni miidte,Isheen miidtte,Isaan miidtan
miidhe,miidh_,Ani miidhe,Nuti miidhne,Ati miidhte,Isin miidhtan,Inni miidhe,Isheen miidhte,Isaan miidhan
miidhu,miidh_,Ani miidhe,Nuti miidhne,Ati miidhte,Isin miidhtan,Inni miidhe,Isheen miidhte,Isaan miidhan
miidhuun,miidh_,Ani miidhe,Nuti miidhne,Ati miidhte,Isin miidhtan,Inni miidhe,Isheen miidhte,Isaan miidhan
mijeesse,mijeess_,Ani mijeesse,Nuti mijeessne,Ati mijeesste,Isin mijeesstan,Inni mijeesse,Isheen mijeesste,Isaan mijeessan
